episode,env_return,total_return,status
1082,8.0,8.0,success
1083,8.0,8.0,success
1084,8.0,8.0,success
1085,8.0,8.0,success
1086,8.0,8.0,success
1087,8.0,8.0,success
1088,8.0,8.0,success
1089,8.0,8.0,success
1090,8.0,8.0,success
1091,8.0,8.0,success
1092,8.0,8.0,success
1093,8.0,8.0,success
1094,8.0,8.0,success
1095,8.0,8.0,success
1096,8.0,8.0,success
1097,8.0,8.0,success
1098,8.0,8.0,success
1099,8.0,8.0,success
1100,8.0,8.0,success
1101,8.0,8.0,success
1102,8.0,8.0,success
1103,8.0,8.0,success
1104,8.0,8.0,success
1105,8.0,8.0,success
1106,8.0,8.0,success
1107,8.0,8.0,success
1108,8.0,8.0,success
1109,8.0,8.0,success
1110,8.0,8.0,success
1111,8.0,8.0,success
1112,8.0,8.0,success
1113,8.0,8.0,success
1114,8.0,8.0,success
1115,8.0,8.0,success
1116,8.0,8.0,success
1117,8.0,8.0,success
1118,8.0,8.0,success
1119,8.0,8.0,success
1120,8.0,8.0,success
1121,8.0,8.0,success
1122,8.0,8.0,success
1123,8.0,8.0,success
1124,8.0,8.0,success
1125,8.0,8.0,success
1126,8.0,8.0,success
1127,8.0,8.0,success
1128,8.0,8.0,success
1129,8.0,8.0,success
1130,8.0,8.0,success
1131,8.0,8.0,success
1132,8.0,8.0,success
1133,8.0,8.0,success
1134,8.0,8.0,success
1135,8.0,8.0,success
1136,8.0,8.0,success
